ticker,oi_mean,oi_median,oi_std,oi_min,oi_max,chg_mean,chg_median,chg_std,chg_min,chg_max,latest_oi,latest_chg,oi_cv,frac_zero_oi,distinct_oi,oi_percentile_latest
EICHERMOT.NS,0.6651101508617644,0.6333278978913697,0.2109098096476623,0.2735583935114368,1.4229508196721312,0.002936814816727498,-0.013386619524626525,0.20553880504090366,-0.8055313038248639,0.7508218645425837,1.0036883971026085,0.09178644093951638,0.31710508308194124,0.0,1142,92.6444833625219
GRASIM.NS,0.6301861316609425,0.5899969471572899,0.18438945135486423,0.2430270713699754,1.23500090628965,-0.0002561263436143635,-0.007226981722747744,0.16360018162247622,-0.7055268708283124,0.8504411371535514,0.5412790128293017,0.0912243680205585,0.29259522241290903,0.0,1140,37.39054290718038
HCLTECH.NS,0.5815860002380154,0.5538888560798441,0.16366223346484082,0.28272536361515127,1.3160646017008661,-0.0012150649980330393,-0.004607550714126996,0.13941513761932464,-0.6402555301027154,0.5282866509532258,0.7459635416666667,-0.021677321945760886,0.28140676253875035,0.0,1147,85.70183086312119
HDFCBANK.NS,0.6224195427699447,0.5874857557236093,0.14698889750222766,0.3514873487433768,1.2782212516002711,-0.001172707321301077,-0.004495120200239566,0.13776130517016774,-0.4935952992881327,0.7825699780446695,0.5065175271853586,-0.02602174740889751,0.2361572659625774,0.0,665,19.69924812030075
HDFCLIFE.NS,0.5678312853110633,0.5367772202995198,0.15107804919003104,0.30072519672889986,1.269873417721519,-0.0010419981114224376,-0.008841986097380655,0.14527121925670836,-0.6675083567370341,0.6788751002790063,0.5997082201428715,-0.025703415422441367,0.26606150999106903,0.0,1142,64.09807355516638
HEROMOTOCO.NS,0.5903303176343051,0.5583848909224038,0.19548519298721978,0.2782540919719408,1.7206675224646983,-0.001004268661949458,-0.010539455399743214,0.16592160625128075,-0.9133660546438478,0.7533422459893047,0.6426883448341053,0.17169620265888313,0.33114544035381555,0.0,1142,66.81260945709282
HINDALCO.NS,0.5864427738618786,0.581311419520574,0.17174803737178906,0.19672803160169933,1.1370099095217578,-0.0003958170604262989,-0.01165043481293565,0.1542873750572389,-0.5700468356633589,0.42690232118233207,0.6147093810246523,0.09876197827119337,0.29286410375693345,0.0,1141,57.443082311733804
HINDUNILVR.NS,0.5994253859889773,0.5847232690098704,0.1451781499094074,0.3038127570673108,1.1522086602731765,0.0010373681220716563,-0.005046154748356013,0.13372465438838133,-0.4151078524947428,0.6034428671847932,0.759692563986067,0.034855018859713205,0.24219553142528574,0.0,1142,86.69001751313485
ICICIBANK.NS,0.6551798832761673,0.614853317215117,0.1813392423556033,0.35475362875757627,1.5122853531460987,-0.0005631184700221265,-0.01019309247253522,0.15498067013126082,-0.5387767637157352,0.6377847281962777,0.7924877661684963,-0.14265339282110256,0.27677779337307024,0.0,1142,80.29772329246936
INDIGO.NS,0.6884609695679846,0.6761928429423459,0.18347015529904642,0.3099286889742183,1.4222575998787053,-0.00010438870622292249,-0.0029904676453638146,0.17579381008175352,-0.6536551925515438,0.6538317505745204,0.8625670522846248,0.09784872156129987,0.26649318321440296,0.0,1143,83.7270341207349
