ticker,cutoff_date,is_t1,horizon,historical_observation_count,historical_mean_delta_f1,historical_median_delta_f1,historical_consistency,historical_collapse_rate,historical_prediction_shift,delta_cv_score,control_f1,pcr_f1,actual_delta_f1,class_collapse,target_cutoff_validation_passed,target_leakage_violations,Gate_A_enabled,Gate_A_f1,Gate_A_delta_vs_control,Gate_B_enabled,Gate_B_f1,Gate_B_delta_vs_control,Gate_C_enabled,Gate_C_f1,Gate_C_delta_vs_control,Gate_D_enabled,Gate_D_f1,Gate_D_delta_vs_control
APOLLOHOSP.NS,2025-08-08,True,10,0,0.0,0.0,0.0,0.0,0.0,0.0023862149528287,0.3082772584626868,0.277280609617959,-0.0309966488447277,False,True,0,False,0.3082772584626868,0.0,False,0.3082772584626868,0.0,True,0.277280609617959,-0.030996648844727803,False,0.3082772584626868,0.0
APOLLOHOSP.NS,2025-11-10,False,10,1,-0.0309966488447277,-0.0309966488447277,0.0,0.0,4.0,0.018434609619683,0.2749068934017286,0.2862453447819301,0.0113384513802015,False,True,0,False,0.2749068934017286,0.0,False,0.2749068934017286,0.0,True,0.2862453447819301,0.011338451380201509,False,0.2749068934017286,0.0
APOLLOHOSP.NS,2026-02-10,False,10,2,-0.009829098732263099,-0.009829098732263099,0.5,0.0,11.0,0.0080019918788666,0.2635778399219259,0.2881216931216931,0.0245438531997671,False,True,0,False,0.2635778399219259,0.0,False,0.2635778399219259,0.0,True,0.2881216931216931,0.024543853199767207,False,0.2635778399219259,0.0
APOLLOHOSP.NS,2026-05-08,False,10,3,0.0016285519117469674,0.0113384513802015,0.6666666666666666,0.0,21.333333333333332,0.0083372655637381,0.2933652885319311,0.3150761669402283,0.0217108784082971,False,True,0,True,0.3150761669402283,0.021710878408297163,True,0.3150761669402283,0.021710878408297163,True,0.3150761669402283,0.021710878408297163,True,0.3150761669402283,0.021710878408297163
APOLLOHOSP.NS,2026-08-10,False,10,4,0.006649133535884501,0.0165246648942493,0.75,0.0,31.5,0.0070754954370199,0.3470169677066228,0.2868055048975708,-0.0602114628090519,True,True,0,True,0.2868055048975708,-0.06021146280905204,True,0.2868055048975708,-0.06021146280905204,True,0.2868055048975708,-0.06021146280905204,True,0.2868055048975708,-0.06021146280905204
ASIANPAINT.NS,2025-08-08,True,10,0,0.0,0.0,0.0,0.0,0.0,0.0260123353457719,0.3004075846181109,0.3577400413149205,0.0573324566968095,False,True,0,False,0.3004075846181109,0.0,False,0.3004075846181109,0.0,True,0.3577400413149205,0.057332456696809586,True,0.3577400413149205,0.057332456696809586
ASIANPAINT.NS,2025-11-10,False,10,1,0.0573324566968095,0.0573324566968095,1.0,0.0,12.0,0.0166509621710464,0.3528920691711389,0.3798432250839865,0.0269511559128475,False,True,0,True,0.3798432250839865,0.02695115591284758,True,0.3798432250839865,0.02695115591284758,True,0.3798432250839865,0.02695115591284758,True,0.3798432250839865,0.02695115591284758
ASIANPAINT.NS,2026-02-10,False,10,2,0.0421418063048285,0.0421418063048285,1.0,0.0,22.0,-0.0148787841412124,0.4363525826879615,0.3875810508721589,-0.0487715318158026,False,True,0,True,0.3875810508721589,-0.04877153181580263,True,0.3875810508721589,-0.04877153181580263,False,0.4363525826879615,0.0,True,0.3875810508721589,-0.04877153181580263
ASIANPAINT.NS,2026-05-08,False,10,3,0.011837360264618133,0.0269511559128475,0.6666666666666666,0.0,26.0,-0.0025899078851248,0.3813875886225646,0.4016314010593187,0.0202438124367541,False,True,0,True,0.4016314010593187,0.020243812436754105,True,0.4016314010593187,0.020243812436754105,False,0.3813875886225646,0.0,True,0.4016314010593187,0.020243812436754105
ASIANPAINT.NS,2026-08-10,False,10,4,0.013938973307652126,0.0235974841748008,0.75,0.0,34.0,-0.0141586043646897,0.4131852520706478,0.4123831361680712,-0.0008021159025765,False,True,0,True,0.4123831361680712,-0.0008021159025766167,True,0.4123831361680712,-0.0008021159025766167,False,0.4131852520706478,0.0,True,0.4123831361680712,-0.0008021159025766167
AXISBANK.NS,2025-08-08,True,10,0,0.0,0.0,0.0,0.0,0.0,0.0003590655616997,0.3328476171613426,0.3720464632358353,0.0391988460744927,False,True,0,False,0.3328476171613426,0.0,False,0.3328476171613426,0.0,True,0.3720464632358353,0.0391988460744927,False,0.3328476171613426,0.0
AXISBANK.NS,2025-11-10,False,10,1,0.0391988460744927,0.0391988460744927,1.0,0.0,14.0,-0.0070056149015516,0.373899288712775,0.4243121464864346,0.0504128577736595,False,True,0,True,0.4243121464864346,0.050412857773659614,True,0.4243121464864346,0.050412857773659614,False,0.373899288712775,0.0,True,0.4243121464864346,0.050412857773659614
AXISBANK.NS,2026-02-10,False,10,2,0.0448058519240761,0.0448058519240761,1.0,0.0,9.0,0.003115655342583,0.4967652785629043,0.4659351829163149,-0.0308300956465893,True,True,0,True,0.4659351829163149,-0.030830095646589395,True,0.4659351829163149,-0.030830095646589395,True,0.4659351829163149,-0.030830095646589395,True,0.4659351829163149,-0.030830095646589395
AXISBANK.NS,2026-05-08,False,10,3,0.019593869400520967,0.0391988460744927,0.6666666666666666,0.3333333333333333,30.666666666666668,0.0128793205401659,0.4227676350011846,0.4290030632135895,0.0062354282124049,False,True,0,True,0.4290030632135895,0.006235428212404914,False,0.4227676350011846,0.0,True,0.4290030632135895,0.006235428212404914,True,0.4290030632135895,0.006235428212404914
AXISBANK.NS,2026-08-10,False,10,4,0.01625425910349195,0.0227171371434488,0.75,0.25,25.5,0.00124613928474,0.3898683021917938,0.3431484073226256,-0.0467198948691682,True,True,0,True,0.3431484073226256,-0.04671989486916822,False,0.3898683021917938,0.0,True,0.3431484073226256,-0.04671989486916822,True,0.3431484073226256,-0.04671989486916822
BAJAJ-AUTO.NS,2025-08-08,True,10,0,0.0,0.0,0.0,0.0,0.0,0.001231699900123,0.2588498971477694,0.2451452787672422,-0.0137046183805271,False,True,0,False,0.2588498971477694,0.0,False,0.2588498971477694,0.0,True,0.2451452787672422,-0.013704618380527195,False,0.2588498971477694,0.0
BAJAJ-AUTO.NS,2025-11-10,False,10,1,-0.0137046183805271,-0.0137046183805271,0.0,0.0,8.0,0.0093609400592488,0.3154738104758097,0.3316730053572159,0.0161991948814061,True,True,0,False,0.3154738104758097,0.0,False,0.3154738104758097,0.0,True,0.3316730053572159,0.016199194881406198,False,0.3154738104758097,0.0
BAJAJ-AUTO.NS,2026-02-10,False,10,2,0.0012472882504395008,0.0012472882504395008,0.5,0.5,12.0,0.0099344112348701,0.352336860670194,0.3400047227583013,-0.0123321379118926,False,True,0,True,0.3400047227583013,-0.012332137911892693,False,0.352336860670194,0.0,True,0.3400047227583013,-0.012332137911892693,True,0.3400047227583013,-0.012332137911892693
BAJAJ-AUTO.NS,2026-05-08,False,10,3,-0.0032791871370045325,-0.0123321379118926,0.3333333333333333,0.3333333333333333,14.0,0.0062226230984999,0.2662292336828619,0.2167526387790705,-0.0494765949037914,True,True,0,False,0.2662292336828619,0.0,False,0.2662292336828619,0.0,True,0.2167526387790705,-0.04947659490379139,False,0.2662292336828619,0.0
BAJAJ-AUTO.NS,2026-08-10,False,10,4,-0.01482853907870125,-0.01301837814620985,0.25,0.5,18.5,-0.0063426919476375,0.3089951236502961,0.2571891323235065,-0.0518059913267895,False,True,0,False,0.3089951236502961,0.0,False,0.3089951236502961,0.0,False,0.3089951236502961,0.0,False,0.3089951236502961,0.0
